index,instructions,question
3160,,"Checking associated with getting washed, dressed, or undressed"
3161,,Checking that did not / will not harm others
3162,,Checking that did not / will not harm self
3163,,Checking that nothing terrible did / will happen
3164,,Checking that did not make mistake
3165,,Checking tied to somatic obsessions
3167,,"Rereading, erasing, or rewriting"
3168,,"Need to repeat activities (e.g. in / out of doorway, up / down from chair)"
3170,,"Objects, certain numbers, words, etc."
3172,,Ordering / Arranging
3173,,Need for symmetry / evening up (e.g. lining items up a certain way or arranging personal items in specific patterns)
3175,,Distinguish from hobbies and concern with objects of monetary or sentimental value
3176,,"Difficulty throwing things away, saving bits of paper, string, etc."
3178,,"Distinguish from age appropriate magical games (e.g. array of behavior, such as sleeping over certain spots on a floor, touching an object / self certain number of times as a routine game to avoid something bad from happening"
3180,,"The need to involve another person (usually a parent) in ritual (e.g. asking a parent to repeatedly answer the same question, making mother perform certain mealtime rituals involving specific utensils)"
3182,,Mental rituals other than checking / counting
3183,,"Need to tell, ask or confess"
3184,,Measures (not checking) to prevent
3185,,harm to self
3186,,harm to others
3187,,terrible consequences
3188,,Ritualized eating behaviors
3189,,Excessive list making
3190,,"Need to touch, tap, rub"
3191,,Need to do things (e.g. touch or arrange until it feels just right)
3192,,Rituals involving blinking or staring
3193,,Trichotillomania (hair-pulling)
3194,,Other self-damaging or self-mutilating behaviors
3196,,"COMPULSIONS (describe, listing by order of severity, with #1 being the most sever, #2 second most severe, etc)"
3197,,"Time Occupied by Obsessive Thoughts (Be sure to exclude ruminations and preoccupations which, unlike obsessions, are ego syntonic and rational (but not exaggerated))"
3198,,"Interference Due to Obsessive Thoughts (How much would these habits get in the way of school or doing something with friends, Is there something you dont do because of them (If currently not in school, determine how much performance would be affected if the person was in school))"
3199,,Distress Associated with Obsessive Thoughts
3200,,"Resistance Against Obsessions (How hard do you try to stop thethoughts or ignore them (Only rate effort made to resist, not success or failure in actually controllling the obsessions. If obsessions are minimal, the patient may not feel the need to resist them. In such cases, an 'O"" rating should be given))"
3201,,Degree of Control Over Obsessive Thoughts
3202,,Time spent performing Compulsive Behavious
3203,,"Interference Due to Compulsive Behaviours (How much would these habits get in the way of school or doing something with friends, Is there something you dont do because of them (If currently not in school, determine how much performance would be affected if the person was in school))"
3204,,Distress Associated with Compulsive Behavious (How would you feel if prevented from doing your habits? How upset would you become)
3205,,"Resistance Against Compulsions (How much do you fight the habits (Only rate effort made to resist, not success or failure in controlling the compulsions))"
3206,,"Degree of Control Over Compulsive Thoughts (How strong is the feeling that you have to carry out on the habits, when you try to fight them, what happens)"
3331,,Numbness or tingling
3332,,Feeling hot
3333,,Wobbliness in legs
3334,,Unable to relax
3335,,Fear of worst
3336,,happening
3337,,Dizzy or lightheaded
3338,,Heart pounding/racing
3339,,Unsteady
3340,,Terrified or afraid
3342,,Feeling of choking
3343,,Handstrembling
3344,,Shaky / unsteady
3345,,Fear of losing control
3346,,Difficulty in breathing
3347,,Fear of dying
3349,,Indigestion
3350,,Faint / lightheaded
3351,,Face flushed
3352,,Hot/cold sweats
3353,,I feel tense and uptight
3354,,I usually ask permission to do things
3355,,I worry about other people laughing at me
3356,,I get scared when my parents go away
3357,,I keep my eyes open for danger
3358,,I have trouble getting my breath
3359,,The idea of going away to camp scares me
3361,,I try to stay near my mom or dad
3362,,I'm afraid that other kids will make fun of me
3363,,I try hard to obey my parents and teachers
3364,,I get dizzy or faint feelings
3365,,I check things out first
3366,,I worry about getting called on in class
3367,,I'm jumpy
